age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y 
39,admin.,married,secondary,no,607,yes,no,cellular,12,5,454,2,364,3,failure,yes
31,blue-collar,married,secondary,no,1495,yes,yes,unknown,23,5,159,3,-1,0,unknown,no
49,admin.,married,secondary,no,381,no,no,cellular,5,8,504,2,-1,0,unknown,no
33,unemployed,divorced,secondary,no,385,no,no,telephone,27,8,29,28,-1,0,unknown,no
26,management,single,tertiary,no,1274,yes,no,cellular,1,6,190,1,84,1,failure,no
27,blue-collar,married,secondary,no,362,yes,no,unknown,14,5,332,2,-1,0,unknown,no
51,blue-collar,married,primary,no,377,yes,no,telephone,3,2,143,4,272,1,failure,no
26,admin.,single,secondary,no,802,no,no,cellular,30,1,77,1,2,2,other,no
45,admin.,married,secondary,no,194,no,no,cellular,31,7,517,4,-1,0,unknown,no
54,technician,married,secondary,no,-315,no,yes,cellular,10,7,2029,1,-1,0,unknown,yes
49,technician,married,tertiary,no,1843,yes,no,cellular,25,5,269,1,-1,0,unknown,no
47,technician,married,secondary,no,-9,no,no,cellular,14,8,457,2,-1,0,unknown,no
42,housemaid,married,primary,no,83,no,yes,cellular,7,8,184,1,-1,0,unknown,no
50,entrepreneur,married,tertiary,no,433,yes,no,cellular,18,5,47,4,-1,0,unknown,no
37,admin.,married,secondary,no,-107,yes,no,unknown,28,5,158,2,-1,0,unknown,no
54,blue-collar,married,primary,no,4503,no,no,telephone,21,11,168,3,-1,0,unknown,no
40,services,married,secondary,no,51,yes,no,cellular,11,5,50,1,-1,0,unknown,no
50,services,married,secondary,no,961,no,yes,cellular,14,8,757,4,-1,0,unknown,no
57,retired,married,secondary,no,49,yes,yes,cellular,25,8,93,4,-1,0,unknown,no
33,technician,married,secondary,no,3470,no,no,cellular,11,8,285,2,-1,0,unknown,no
49,technician,married,secondary,no,-147,yes,no,cellular,20,4,390,1,-1,0,unknown,no
35,services,married,secondary,no,0,yes,no,cellular,18,5,146,2,-1,0,unknown,no
28,blue-collar,single,secondary,no,0,yes,no,unknown,28,5,386,1,-1,0,unknown,no
58,management,married,tertiary,no,172,no,no,cellular,19,8,145,7,-1,0,unknown,no
31,admin.,single,secondary,no,-407,no,yes,cellular,7,7,230,1,-1,0,unknown,no
36,management,divorced,tertiary,no,649,no,no,cellular,16,7,237,2,91,1,failure,no
49,blue-collar,single,primary,no,1040,no,no,cellular,8,7,474,2,-1,0,unknown,no
30,unemployed,married,secondary,no,142,yes,no,unknown,20,5,350,4,-1,0,unknown,no
29,services,single,secondary,no,209,yes,no,cellular,28,7,487,7,-1,0,unknown,no
50,management,married,unknown,no,3304,no,no,unknown,5,6,1009,2,-1,0,unknown,no
26,student,single,tertiary,no,294,no,no,cellular,5,3,87,1,91,2,success,yes
27,housemaid,married,secondary,no,4848,yes,yes,telephone,23,7,82,3,-1,0,unknown,no
32,blue-collar,single,secondary,no,1670,yes,no,cellular,18,5,183,1,-1,0,unknown,no
62,unknown,married,secondary,no,367,no,no,telephone,2,3,139,5,-1,0,unknown,no
34,blue-collar,single,secondary,no,13683,yes,no,unknown,3,6,115,3,-1,0,unknown,no
25,admin.,single,tertiary,no,1420,no,no,cellular,8,4,124,2,-1,0,unknown,no
34,management,single,tertiary,no,340,yes,no,unknown,3,6,633,28,-1,0,unknown,no
44,technician,single,secondary,no,1679,no,no,telephone,20,10,718,1,-1,0,unknown,yes
38,management,married,tertiary,no,1198,yes,no,cellular,2,2,63,1,-1,0,unknown,no
57,admin.,married,secondary,no,169,no,no,cellular,14,8,180,1,106,2,failure,no
36,self-employed,married,tertiary,no,506,no,no,cellular,25,8,47,1,120,1,failure,no
41,entrepreneur,married,secondary,no,1249,yes,no,cellular,9,7,391,1,-1,0,unknown,no
36,management,single,tertiary,no,678,no,yes,unknown,4,7,85,3,-1,0,unknown,no
27,management,single,tertiary,no,212,yes,no,cellular,15,5,373,1,-1,0,unknown,no
37,technician,divorced,secondary,no,23,no,no,cellular,20,8,289,2,-1,0,unknown,no
47,management,single,tertiary,no,4402,no,no,telephone,10,12,805,1,190,1,other,yes
31,services,divorced,primary,no,459,yes,no,cellular,7,5,623,1,293,1,success,yes
39,self-employed,married,secondary,no,4722,yes,no,unknown,17,6,483,1,-1,0,unknown,no
35,admin.,divorced,tertiary,no,1555,yes,no,unknown,9,5,26,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,61,yes,no,unknown,7,5,112,3,-1,0,unknown,no
38,management,single,tertiary,no,0,yes,no,cellular,17,11,213,2,-1,0,unknown,no
31,technician,married,secondary,no,3706,yes,no,cellular,20,11,129,1,-1,0,unknown,no
36,blue-collar,married,primary,no,1177,no,no,cellular,15,4,330,1,311,4,success,yes
53,management,married,primary,no,2096,no,no,unknown,9,6,104,1,-1,0,unknown,no
59,blue-collar,married,primary,no,748,no,no,unknown,29,5,184,1,-1,0,unknown,no
29,management,single,tertiary,no,3357,no,no,cellular,21,7,120,3,-1,0,unknown,no
30,admin.,single,secondary,no,3809,yes,no,unknown,3,6,159,4,-1,0,unknown,no
52,admin.,married,secondary,no,395,yes,no,unknown,15,5,391,3,-1,0,unknown,no
55,blue-collar,married,secondary,no,1011,yes,no,cellular,12,8,112,2,-1,0,unknown,no
56,blue-collar,married,primary,no,420,yes,no,unknown,9,5,76,1,-1,0,unknown,no
32,admin.,married,secondary,no,76,yes,no,unknown,21,5,189,2,-1,0,unknown,no
24,blue-collar,married,secondary,no,0,no,no,unknown,28,5,94,1,-1,0,unknown,no
51,blue-collar,married,primary,no,844,yes,no,unknown,29,5,184,3,-1,0,unknown,no
36,management,married,tertiary,no,1318,yes,no,cellular,7,8,100,2,-1,0,unknown,no
36,technician,married,tertiary,no,167,yes,no,cellular,28,1,57,1,-1,0,unknown,no
42,management,married,tertiary,no,2187,yes,no,cellular,17,11,525,3,-1,0,unknown,yes
49,admin.,married,secondary,no,14440,yes,no,cellular,21,11,60,1,-1,0,unknown,no
48,management,married,secondary,no,2294,yes,no,unknown,26,5,251,11,-1,0,unknown,no
36,management,married,secondary,no,80,yes,no,unknown,30,5,251,3,-1,0,unknown,no
48,management,married,primary,no,2537,no,no,cellular,26,8,219,6,-1,0,unknown,no
30,technician,married,tertiary,no,569,no,no,cellular,27,8,976,12,-1,0,unknown,yes
27,management,single,tertiary,yes,0,no,yes,cellular,8,7,46,1,-1,0,unknown,no
38,entrepreneur,married,tertiary,no,0,yes,no,cellular,18,11,185,3,-1,0,unknown,no
36,technician,single,secondary,yes,12,no,no,cellular,12,8,587,2,-1,0,unknown,yes
45,technician,married,secondary,no,49,no,no,cellular,29,7,65,2,-1,0,unknown,no
44,housemaid,married,tertiary,no,460,no,no,unknown,17,6,491,1,-1,0,unknown,no
42,technician,married,secondary,no,613,yes,no,cellular,11,5,432,2,-1,0,unknown,no
37,entrepreneur,married,tertiary,no,7944,no,no,cellular,21,11,102,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,1143,yes,no,cellular,17,4,264,1,317,1,failure,no
57,retired,married,primary,no,-464,yes,no,cellular,4,2,75,1,190,6,failure,no
44,services,married,secondary,no,1989,yes,yes,cellular,20,4,106,2,-1,0,unknown,no
48,technician,married,secondary,no,17,yes,yes,cellular,17,11,81,1,-1,0,unknown,no
56,retired,married,primary,no,-1,no,no,cellular,27,8,89,23,-1,0,unknown,no
37,management,married,tertiary,no,1698,yes,no,unknown,6,6,95,2,-1,0,unknown,no
47,blue-collar,married,secondary,no,5306,yes,no,unknown,15,5,322,1,-1,0,unknown,no
54,housemaid,married,unknown,no,0,no,no,cellular,14,4,94,5,145,3,other,no
51,retired,divorced,secondary,no,1679,no,no,cellular,12,8,417,1,365,9,other,yes
47,admin.,married,secondary,no,3676,no,no,cellular,18,10,567,1,95,3,success,yes
25,management,married,tertiary,no,-242,yes,yes,cellular,18,5,600,4,332,4,other,yes
39,services,single,secondary,no,471,no,no,unknown,15,10,5,1,-1,0,unknown,no
40,management,married,tertiary,no,8902,yes,no,cellular,14,8,464,5,-1,0,unknown,no
38,management,single,tertiary,no,1704,no,no,cellular,1,9,222,1,-1,0,unknown,no
34,management,married,tertiary,no,3050,yes,no,cellular,13,5,469,1,-1,0,unknown,yes
53,housemaid,married,primary,no,2581,no,no,cellular,15,4,99,1,-1,0,unknown,no
32,services,married,secondary,no,162,yes,no,unknown,14,5,297,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,243,yes,no,cellular,20,4,41,3,-1,0,unknown,no
24,student,single,secondary,no,1847,no,no,cellular,9,12,390,1,-1,0,unknown,no
58,blue-collar,married,primary,no,0,yes,no,unknown,29,5,535,2,-1,0,unknown,no
49,management,married,primary,no,3371,no,no,cellular,11,11,269,2,-1,0,unknown,yes
45,services,single,secondary,no,1757,yes,no,cellular,20,4,1010,3,326,1,other,no
55,management,married,tertiary,no,171,yes,no,cellular,8,8,73,6,-1,0,unknown,no
42,entrepreneur,married,tertiary,no,157,yes,yes,unknown,7,5,650,1,-1,0,unknown,no
28,admin.,married,secondary,no,934,yes,no,unknown,4,7,53,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,-19,no,yes,unknown,4,7,270,1,-1,0,unknown,no
51,management,single,tertiary,yes,-55,yes,no,cellular,18,8,119,6,-1,0,unknown,no
38,housemaid,married,primary,no,21,no,no,cellular,26,8,634,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,14,no,no,unknown,14,5,72,2,-1,0,unknown,no
50,technician,single,secondary,no,246,yes,no,cellular,17,11,270,1,123,2,failure,no
44,blue-collar,married,primary,no,887,yes,no,cellular,12,5,165,2,363,1,failure,no
40,management,married,tertiary,no,51,no,no,cellular,19,8,164,2,-1,0,unknown,no
29,services,single,secondary,no,-287,yes,no,cellular,18,5,196,1,-1,0,unknown,no
34,services,married,secondary,no,0,yes,no,cellular,14,7,78,4,-1,0,unknown,no
44,self-employed,single,tertiary,no,2734,yes,no,cellular,12,5,897,4,-1,0,unknown,yes
50,entrepreneur,married,tertiary,no,52,no,no,cellular,31,7,22,8,-1,0,unknown,no
34,management,married,tertiary,no,2594,yes,no,cellular,21,11,161,3,-1,0,unknown,no
54,retired,divorced,primary,no,22,no,no,unknown,20,6,23,4,-1,0,unknown,no
34,technician,married,tertiary,no,1611,yes,no,cellular,11,5,490,2,-1,0,unknown,no
34,admin.,single,tertiary,no,18,yes,yes,cellular,30,4,359,1,-1,0,unknown,yes
52,blue-collar,married,primary,no,1331,yes,no,cellular,29,7,213,2,-1,0,unknown,no
60,unknown,married,unknown,no,7337,no,no,cellular,4,8,122,1,-1,0,unknown,no
39,management,single,secondary,no,835,yes,no,unknown,29,5,587,4,-1,0,unknown,no
58,retired,married,primary,no,5092,no,no,unknown,11,6,199,6,-1,0,unknown,no
41,technician,divorced,secondary,no,52,no,no,cellular,20,8,261,2,-1,0,unknown,no
48,technician,married,secondary,no,10655,no,no,telephone,31,7,5,3,-1,0,unknown,no
58,management,married,tertiary,no,1831,no,no,cellular,17,11,1531,1,-1,0,unknown,no
40,self-employed,married,primary,no,92,yes,no,unknown,13,5,92,1,-1,0,unknown,no
48,management,married,tertiary,no,586,yes,yes,cellular,6,5,179,2,-1,0,unknown,no
52,blue-collar,divorced,primary,no,1758,yes,no,unknown,15,5,41,1,-1,0,unknown,no
50,self-employed,married,secondary,no,2061,yes,yes,cellular,29,1,197,2,244,3,failure,no
25,technician,single,secondary,no,959,no,no,cellular,9,7,144,5,-1,0,unknown,no
54,retired,married,primary,no,208,no,no,unknown,12,5,255,1,-1,0,unknown,no
34,services,married,secondary,no,-315,yes,no,unknown,8,5,56,2,-1,0,unknown,no
48,management,married,tertiary,yes,-13,yes,no,cellular,15,5,20,6,291,2,other,no
37,admin.,married,tertiary,no,801,no,no,cellular,11,8,331,7,-1,0,unknown,no
66,retired,married,tertiary,no,1948,no,no,cellular,28,1,216,1,91,4,success,yes
32,management,single,tertiary,no,751,yes,no,unknown,8,5,64,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,784,yes,yes,unknown,3,6,34,1,-1,0,unknown,no
43,blue-collar,single,secondary,no,24,no,no,cellular,12,5,68,1,363,1,failure,no
41,management,married,tertiary,no,72,yes,no,unknown,7,5,764,3,-1,0,unknown,no
40,technician,divorced,tertiary,no,1871,yes,no,cellular,17,11,64,1,-1,0,unknown,no
44,services,single,secondary,no,1378,yes,no,unknown,8,5,257,2,-1,0,unknown,no
43,blue-collar,married,primary,no,188,yes,no,cellular,12,5,58,3,347,5,failure,no
30,unknown,single,tertiary,no,6836,no,no,cellular,27,2,30,3,-1,0,unknown,no
32,services,married,secondary,no,61,yes,no,cellular,8,7,529,5,-1,0,unknown,no
57,admin.,married,secondary,no,-967,yes,no,telephone,15,5,8,7,-1,0,unknown,no
31,blue-collar,single,tertiary,no,462,yes,yes,unknown,19,5,147,1,-1,0,unknown,no
49,unknown,married,secondary,no,0,no,no,cellular,28,8,173,2,-1,0,unknown,no
31,admin.,single,secondary,no,5527,yes,no,unknown,21,5,132,1,-1,0,unknown,no
41,admin.,married,tertiary,no,1287,no,no,unknown,16,6,286,1,-1,0,unknown,no
44,management,married,tertiary,no,17361,no,no,unknown,18,6,476,1,-1,0,unknown,no
54,entrepreneur,married,unknown,no,1956,no,no,cellular,19,11,221,5,-1,0,unknown,no
37,blue-collar,divorced,secondary,no,0,yes,no,cellular,21,4,146,4,-1,0,unknown,yes
34,management,married,secondary,no,-294,yes,no,unknown,27,5,532,2,-1,0,unknown,no
43,technician,married,secondary,no,275,no,no,cellular,25,8,69,6,-1,0,unknown,no
44,management,married,tertiary,no,724,yes,no,cellular,17,11,157,2,172,1,failure,no
44,services,married,secondary,no,27,no,no,cellular,25,5,485,1,-1,0,unknown,no
53,admin.,divorced,secondary,no,26,yes,no,cellular,7,5,56,1,359,1,failure,no
36,technician,married,secondary,no,191,no,no,cellular,31,8,69,1,-1,0,unknown,no
58,technician,divorced,secondary,no,-123,no,no,cellular,5,8,131,2,-1,0,unknown,no
26,student,single,secondary,no,-147,no,no,unknown,4,6,95,2,-1,0,unknown,no
34,technician,single,secondary,no,179,no,no,cellular,19,8,294,3,-1,0,unknown,no
55,blue-collar,married,primary,no,1086,yes,no,cellular,6,5,146,1,272,2,failure,no
55,blue-collar,married,secondary,no,471,yes,no,unknown,30,5,58,2,-1,0,unknown,no
34,entrepreneur,married,tertiary,no,105,yes,no,unknown,28,5,249,2,-1,0,unknown,no
41,entrepreneur,divorced,secondary,no,1588,yes,yes,unknown,20,6,10,8,-1,0,unknown,no
38,housemaid,divorced,secondary,no,70,no,no,cellular,27,10,255,3,148,1,success,yes
28,blue-collar,single,secondary,no,2700,no,no,cellular,3,2,337,4,-1,0,unknown,no
41,technician,married,secondary,no,1602,yes,no,cellular,2,6,142,1,-1,0,unknown,no
30,admin.,married,tertiary,no,0,yes,no,cellular,24,7,209,2,-1,0,unknown,no
39,technician,married,unknown,no,839,no,no,unknown,30,5,825,2,-1,0,unknown,no
41,admin.,married,secondary,no,21515,yes,no,unknown,5,6,87,1,-1,0,unknown,no
36,technician,married,secondary,no,5902,yes,no,unknown,23,5,219,4,-1,0,unknown,no
37,management,married,tertiary,no,547,yes,yes,unknown,21,5,143,1,-1,0,unknown,no
59,self-employed,married,tertiary,no,3800,no,yes,cellular,9,7,70,1,-1,0,unknown,no
26,technician,single,secondary,no,261,yes,no,unknown,27,5,371,2,-1,0,unknown,no
43,technician,married,secondary,no,0,yes,yes,cellular,4,2,539,8,204,5,failure,no
42,management,married,secondary,yes,-34,no,no,cellular,5,2,176,1,-1,0,unknown,no
46,blue-collar,married,unknown,no,9328,yes,no,cellular,5,5,725,3,-1,0,unknown,yes
31,admin.,married,secondary,no,5,yes,yes,cellular,16,7,101,7,-1,0,unknown,no
43,unemployed,married,secondary,no,3529,no,no,cellular,5,2,169,2,-1,0,unknown,no
48,blue-collar,single,tertiary,no,2330,yes,no,unknown,4,6,15,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,1334,yes,no,cellular,20,4,234,5,-1,0,unknown,no
32,self-employed,married,tertiary,no,3601,no,no,cellular,22,8,171,15,-1,0,unknown,no
45,technician,married,tertiary,no,265,no,no,cellular,28,8,14,3,-1,0,unknown,no
52,admin.,single,unknown,no,2227,no,no,cellular,24,2,242,2,-1,0,unknown,yes
37,self-employed,married,secondary,no,487,no,yes,cellular,27,8,155,15,-1,0,unknown,no
38,blue-collar,divorced,secondary,no,0,yes,no,cellular,11,5,580,1,173,1,failure,no
36,services,single,secondary,no,174,yes,no,unknown,7,5,223,2,-1,0,unknown,no
58,retired,married,secondary,no,14412,no,no,cellular,18,11,297,1,-1,0,unknown,no
37,management,married,tertiary,no,3288,no,no,cellular,8,8,124,2,-1,0,unknown,no
30,technician,single,secondary,no,57,no,no,cellular,2,2,465,2,-1,0,unknown,no
47,technician,married,secondary,no,2246,yes,no,cellular,10,7,330,1,-1,0,unknown,no
40,technician,married,secondary,no,4441,yes,no,cellular,20,11,153,2,183,2,failure,no
42,management,divorced,tertiary,no,0,no,no,unknown,19,5,131,2,-1,0,unknown,no
71,unknown,married,tertiary,no,353,no,no,cellular,27,1,208,1,93,2,failure,no
54,blue-collar,married,secondary,no,448,yes,yes,cellular,5,8,98,1,-1,0,unknown,no
53,entrepreneur,married,primary,no,27,yes,no,telephone,10,9,230,3,-1,0,unknown,yes
33,blue-collar,divorced,secondary,no,474,no,no,cellular,22,7,400,2,-1,0,unknown,no
30,technician,single,tertiary,no,1185,yes,no,cellular,30,4,284,1,339,1,failure,no
39,services,divorced,secondary,no,282,yes,no,cellular,17,7,243,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,2,yes,no,cellular,15,5,16,9,309,1,failure,no
34,technician,single,secondary,no,60,no,no,cellular,7,8,274,2,-1,0,unknown,no
39,self-employed,single,tertiary,no,3972,no,no,cellular,30,7,122,3,-1,0,unknown,no
75,retired,married,secondary,no,26452,no,no,telephone,15,7,219,2,-1,0,unknown,no
33,admin.,divorced,secondary,no,818,yes,yes,cellular,16,4,301,3,-1,0,unknown,no
40,services,married,secondary,no,9374,yes,no,cellular,21,11,7,8,185,1,failure,no
37,technician,married,unknown,no,47,no,no,unknown,19,6,374,3,-1,0,unknown,no
69,retired,married,primary,no,279,no,no,telephone,12,8,26,1,-1,0,unknown,no
52,unemployed,married,primary,no,20,yes,no,telephone,28,1,172,1,-1,0,unknown,no
31,admin.,divorced,secondary,no,360,no,no,cellular,15,5,332,1,297,2,other,no
28,technician,single,secondary,no,1532,no,no,cellular,22,5,253,1,107,5,failure,no
29,management,single,tertiary,no,1673,no,no,cellular,16,8,200,2,159,3,other,no
46,services,married,secondary,no,2420,no,no,cellular,19,11,405,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,100,yes,yes,unknown,27,5,132,2,-1,0,unknown,no
41,admin.,married,secondary,no,0,no,no,unknown,20,6,89,1,-1,0,unknown,no
42,technician,divorced,secondary,no,1533,no,yes,cellular,5,8,86,1,-1,0,unknown,no
34,admin.,single,secondary,no,296,no,no,cellular,7,7,147,4,-1,0,unknown,no
28,blue-collar,married,secondary,no,2788,yes,no,unknown,6,6,369,2,-1,0,unknown,yes
43,management,single,secondary,no,109,yes,no,unknown,27,5,64,3,-1,0,unknown,no
32,technician,married,secondary,no,485,no,no,cellular,26,8,98,14,-1,0,unknown,no
33,technician,single,tertiary,no,125,no,no,telephone,29,8,66,2,-1,0,unknown,no
70,retired,married,secondary,no,616,no,no,cellular,27,4,149,2,182,1,failure,no
36,services,married,secondary,no,3064,yes,no,telephone,26,8,240,3,107,4,failure,no
53,technician,married,secondary,no,206,no,no,cellular,26,8,87,6,-1,0,unknown,no
30,blue-collar,single,secondary,no,6900,no,no,cellular,21,11,816,1,-1,0,unknown,no
45,services,divorced,secondary,no,-179,no,no,unknown,3,7,155,2,-1,0,unknown,no
31,services,single,secondary,no,481,yes,no,cellular,20,11,106,2,183,2,failure,no
28,admin.,married,secondary,no,12,yes,no,cellular,30,1,73,3,256,3,other,no
45,blue-collar,married,primary,no,0,no,no,unknown,23,5,574,5,-1,0,unknown,no
51,management,married,tertiary,no,176,yes,yes,unknown,1,6,8,1,687,2,failure,no
53,management,married,primary,no,4086,no,no,unknown,20,6,14,3,-1,0,unknown,no
40,technician,married,secondary,no,257,yes,no,unknown,16,5,731,4,-1,0,unknown,no
53,blue-collar,married,primary,no,53,yes,no,cellular,7,4,208,1,140,1,failure,no
31,blue-collar,divorced,secondary,no,6,yes,no,cellular,29,1,821,1,-1,0,unknown,no
30,management,married,tertiary,no,562,no,no,cellular,21,8,137,4,-1,0,unknown,no
53,entrepreneur,married,secondary,no,-118,yes,no,unknown,9,5,101,3,-1,0,unknown,no
40,blue-collar,married,primary,no,2805,yes,no,cellular,14,5,173,6,353,23,failure,no
26,management,single,secondary,no,565,yes,no,unknown,6,6,582,11,-1,0,unknown,no
47,blue-collar,married,secondary,no,0,yes,no,cellular,21,7,676,1,-1,0,unknown,no
51,management,married,tertiary,no,1612,no,no,cellular,16,3,384,1,182,5,failure,no
45,unemployed,married,primary,no,180,yes,yes,unknown,27,5,62,2,-1,0,unknown,no
35,management,married,tertiary,no,0,yes,no,cellular,21,7,295,3,-1,0,unknown,no
36,management,single,tertiary,no,876,yes,no,unknown,23,5,241,2,-1,0,unknown,no
57,admin.,married,secondary,no,2137,no,no,telephone,8,7,132,7,-1,0,unknown,no
42,blue-collar,married,primary,no,260,yes,no,telephone,31,7,175,2,-1,0,unknown,no
32,blue-collar,married,secondary,yes,-53,yes,no,cellular,16,4,648,1,272,1,other,yes
30,management,married,tertiary,no,944,no,no,cellular,29,10,251,2,-1,0,unknown,yes
36,technician,married,secondary,no,2394,no,no,cellular,14,8,184,2,-1,0,unknown,no
43,technician,married,secondary,no,297,yes,no,cellular,14,10,119,3,-1,0,unknown,no
69,retired,single,tertiary,no,2144,no,no,cellular,29,7,417,1,184,4,success,yes
31,technician,single,tertiary,no,969,no,no,cellular,15,6,95,1,-1,0,unknown,no
35,technician,married,secondary,no,0,no,no,cellular,14,7,125,2,-1,0,unknown,no
26,entrepreneur,married,tertiary,no,37,yes,yes,cellular,6,5,207,1,363,2,failure,no
46,technician,married,secondary,no,410,no,yes,cellular,21,11,162,5,-1,0,unknown,no
30,technician,married,secondary,no,1211,yes,no,cellular,18,5,176,1,-1,0,unknown,no
33,management,single,tertiary,no,71,no,no,cellular,22,8,107,6,-1,0,unknown,no
34,management,married,tertiary,no,436,yes,no,cellular,17,4,28,1,345,1,failure,no
48,blue-collar,married,primary,no,559,yes,no,unknown,15,5,1231,2,-1,0,unknown,no
31,management,married,tertiary,no,1170,no,no,cellular,20,8,200,4,-1,0,unknown,no
46,management,divorced,tertiary,no,25,no,no,unknown,26,5,103,2,-1,0,unknown,no
40,services,married,secondary,no,1325,no,no,unknown,11,6,150,2,-1,0,unknown,no
39,entrepreneur,married,secondary,no,0,no,no,cellular,21,11,108,7,-1,0,unknown,no
33,technician,single,secondary,no,647,yes,yes,cellular,4,2,124,1,273,1,other,no
50,blue-collar,married,primary,no,2142,yes,no,cellular,29,1,309,2,224,1,other,no
84,retired,divorced,primary,no,639,no,no,telephone,18,5,353,3,-1,0,unknown,yes
40,blue-collar,married,primary,no,177,yes,yes,telephone,21,7,742,4,-1,0,unknown,no
55,management,married,tertiary,no,236,no,no,cellular,4,8,200,1,-1,0,unknown,no
40,services,divorced,secondary,no,1959,yes,no,unknown,30,5,177,1,-1,0,unknown,no
46,admin.,married,primary,no,96,no,no,telephone,4,2,151,2,-1,0,unknown,no
43,self-employed,single,tertiary,no,0,no,no,unknown,19,6,147,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,250,yes,no,unknown,29,5,193,6,-1,0,unknown,no
35,technician,single,secondary,no,126,no,no,cellular,22,8,112,2,-1,0,unknown,no
57,retired,married,unknown,no,1621,yes,no,unknown,19,6,108,1,-1,0,unknown,no
25,student,single,secondary,no,8,no,no,cellular,22,4,107,2,-1,0,unknown,yes
32,self-employed,married,tertiary,no,189,yes,no,unknown,6,6,106,2,-1,0,unknown,no
52,retired,single,secondary,no,316,no,no,cellular,12,5,463,3,-1,0,unknown,no
31,self-employed,single,tertiary,yes,-282,yes,no,cellular,20,11,131,3,-1,0,unknown,no
34,management,married,tertiary,no,-308,yes,no,cellular,30,4,140,2,-1,0,unknown,no
42,technician,divorced,secondary,no,248,no,no,cellular,19,8,163,4,-1,0,unknown,no
47,blue-collar,divorced,primary,no,126,yes,no,unknown,3,6,2456,2,-1,0,unknown,yes
50,self-employed,divorced,tertiary,no,13,yes,no,cellular,20,4,76,1,-1,0,unknown,yes
30,technician,married,secondary,no,-393,yes,yes,cellular,16,7,435,1,-1,0,unknown,yes
33,services,single,secondary,no,358,yes,no,cellular,7,5,302,1,356,3,failure,no
56,technician,single,tertiary,no,917,no,no,unknown,9,6,306,1,-1,0,unknown,no
34,admin.,divorced,secondary,no,1268,yes,no,cellular,15,5,259,3,-1,0,unknown,no
33,technician,married,secondary,no,-163,yes,yes,cellular,8,8,502,2,-1,0,unknown,no
32,management,single,tertiary,no,473,yes,no,cellular,11,5,72,2,361,1,other,no
34,management,married,tertiary,no,4831,yes,no,cellular,4,2,265,1,-1,0,unknown,no
37,technician,married,secondary,no,1063,yes,no,cellular,31,7,413,2,-1,0,unknown,no
30,management,married,secondary,no,0,yes,no,cellular,12,5,756,3,-1,0,unknown,no
29,blue-collar,married,secondary,no,424,yes,yes,unknown,14,5,241,2,-1,0,unknown,no
56,unemployed,divorced,primary,no,802,no,no,telephone,3,2,258,2,-1,0,unknown,no
31,management,married,tertiary,no,430,yes,no,cellular,25,7,137,16,-1,0,unknown,no
59,unknown,married,unknown,no,3940,no,no,unknown,5,6,48,2,-1,0,unknown,no
36,housemaid,married,secondary,no,2880,no,no,unknown,12,6,283,1,-1,0,unknown,no
51,blue-collar,divorced,secondary,no,1069,yes,no,unknown,30,5,247,2,-1,0,unknown,no
54,self-employed,divorced,primary,no,4382,yes,no,telephone,18,5,193,4,-1,0,unknown,no
37,management,married,tertiary,no,0,no,no,cellular,11,3,129,4,107,2,failure,no
32,technician,married,tertiary,no,3939,no,no,cellular,8,8,209,2,-1,0,unknown,no
42,self-employed,married,tertiary,no,753,no,no,unknown,17,6,31,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,358,no,no,cellular,21,7,88,5,-1,0,unknown,no
52,blue-collar,married,primary,no,1141,yes,no,cellular,12,5,22,5,-1,0,unknown,no
40,technician,married,secondary,no,1259,no,no,unknown,20,5,234,5,-1,0,unknown,no
30,services,married,secondary,no,227,no,yes,unknown,3,6,23,1,-1,0,unknown,no
55,entrepreneur,divorced,secondary,no,538,yes,no,cellular,7,8,353,2,-1,0,unknown,yes
49,management,married,tertiary,no,92,yes,no,unknown,6,5,221,2,-1,0,unknown,no
33,technician,married,tertiary,no,8023,no,no,cellular,25,2,196,1,87,4,failure,no
32,services,single,secondary,no,2478,no,yes,cellular,20,11,395,1,-1,0,unknown,no
21,student,single,secondary,no,6844,no,no,cellular,14,8,126,3,127,7,other,no
42,technician,married,secondary,no,440,yes,no,cellular,3,2,13,5,-1,0,unknown,no
56,self-employed,married,secondary,no,800,no,yes,cellular,9,7,170,1,-1,0,unknown,no
39,unknown,single,secondary,no,914,no,no,unknown,5,6,20,1,-1,0,unknown,no
30,entrepreneur,single,secondary,no,638,no,no,cellular,14,7,358,6,-1,0,unknown,no
55,retired,married,secondary,no,159,no,no,cellular,28,8,159,1,-1,0,unknown,no
43,blue-collar,married,primary,no,483,yes,no,cellular,12,5,225,3,-1,0,unknown,no
53,unemployed,married,secondary,no,94,no,no,cellular,10,8,493,1,181,14,success,yes
57,retired,married,secondary,no,1044,no,no,telephone,11,1,585,1,192,2,success,yes
